timestamp;agent;utility
1420163171907;v2m9;1.0
1420163171906;v2m16;1.0
1420163171914;v2m16;1.0
1420163171916;v2m6;0.75
1420163171921;v2m6;1.0
1420163171908;v2m6;0.75
1420163171920;v2m14;0.75
1420163171906;v2m14;1.0
1420163171925;v2m14;0.75
1420163171915;v2m14;1.0
1420163171933;v2m14;1.0
1420163171907;v1m1;0.75
1420163171920;v1m1;0.75
1420163171941;v1m1;0.75
1420163171915;v1m1;0.75
1420163171926;v1m1;0.75
1420163171937;v1m1;0.75
1420163171933;v1m1;0.75
1420163171967;v1m5;0.75
1420163171907;v1m5;1.0
1420163171946;v1m5;0.75
1420163171957;v1m5;0.75
1420163171920;v1m5;1.0
1420163171940;v1m5;0.75
1420163171932;v1m5;0.75
1420163171950;v1m5;0.75
1420163171925;v1m5;1.0
1420163171915;v1m5;1.0
1420163171937;v1m5;0.75
1420163171956;v1m7;0.75
1420163171907;v1m7;1.0
1420163171967;v1m8;0.75
1420163171956;v1m8;0.75
1420163171907;v1m8;1.0
1420163171951;v1m7;0.75
1420163171916;v1m8;1.0
1420163171946;v1m7;0.75
1420163171920;v1m7;1.0
1420163171978;v1m8;1.0
1420163171946;v1m8;0.75
1420163171941;v1m8;1.0
1420163171950;v1m8;0.75
1420163171921;v1m8;0.75
1420163171973;v1m8;0.75
1420163171926;v1m8;1.0
1420163171937;v1m8;1.0
1420163171933;v1m8;0.75
1420163171941;v1m7;0.75
1420163171973;v1m7;0.75
1420163171915;v1m7;0.75
1420163171926;v1m7;0.75
1420163171937;v1m7;1.0
1420163171933;v1m7;1.0
1420163171966;v1m7;0.75
1420163171920;v2m15;0.75
1420163171906;v2m15;1.0
1420163171932;v2m15;0.75
1420163171914;v2m15;0.75
1420163171925;v2m15;0.75
1420163171997;v1m14;0.75
1420163171956;v1m14;0.75
1420163171907;v1m14;0.75
1420163171978;v1m14;0.75
1420163172017;v1m14;0.75
1420163171946;v1m14;1.0
1420163171920;v1m14;0.75
1420163171986;v1m14;1.0
1420163171940;v1m14;0.75
1420163171932;v1m14;0.75
1420163171950;v1m14;1.0
1420163171915;v1m14;0.75
1420163171926;v1m14;0.75
1420163171937;v1m14;1.0
1420163172004;v1m14;1.0
1420163172011;v1m14;0.75
1420163171972;v1m14;1.0
1420163171966;v1m14;1.0
1420163171991;v1m14;1.0
1420163172018;v1m1;1.0
1420163171967;v1m1;0.75
1420163171992;v1m1;0.75
1420163171957;v1m1;0.75
1420163172013;v1m1;0.75
1420163171947;v1m1;0.75
1420163171950;v1m1;0.75
1420163171999;v1m1;0.75
1420163171980;v1m1;0.75
1420163172005;v1m1;0.75
1420163171987;v1m1;0.75
1420163171973;v1m1;0.75
1420163172022;v1m1;1.0
1420163171937;v2m6;0.75
1420163171933;v2m6;0.75
1420163171926;v2m6;1.0
1420163177321;v1m8;1.0
1420163171997;v1m8;1.0
1420163178150;v1m8;1.0
1420163177496;v1m8;1.0
1420163179530;v1m8;1.0
1420163179568;v1m8;1.0
1420163179319;v1m8;1.0
1420163181759;v1m8;1.0
1420163183393;v1m8;1.0
1420163180032;v1m8;1.0
1420163182820;v1m8;1.0
1420163177505;v1m8;1.0
1420163181558;v1m8;1.0
1420163172051;v1m8;1.0
1420163177423;v1m8;1.0
1420163180788;v1m8;1.0
1420163182406;v1m8;1.0
1420163179788;v1m8;1.0
1420163177240;v1m8;1.0
1420163182308;v1m8;1.0
1420163179830;v1m8;1.0
1420163180456;v1m8;1.0
1420163180878;v1m8;1.0
1420163178865;v1m8;1.0
1420163178490;v1m8;1.0
1420163172072;v1m8;1.0
1420163178695;v1m8;1.0
1420163179498;v1m8;1.0
1420163176944;v1m8;1.0
1420163181129;v1m8;1.0
1420163181399;v1m8;1.0
1420163179024;v1m8;1.0
1420163183285;v1m8;1.0
1420163172066;v1m8;1.0
1420163178544;v1m8;1.0
1420163180059;v1m8;1.0
1420163178365;v1m8;1.0
1420163179505;v1m8;1.0
1420163180465;v1m8;1.0
1420163178751;v1m8;1.0
1420163182367;v1m8;1.0
1420163181383;v1m8;1.0
1420163178843;v1m8;1.0
1420163182150;v1m8;1.0
1420163178778;v1m8;1.0
1420163179142;v1m8;1.0
1420163177189;v1m8;1.0
