timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.14528947368421;0.14528947368421;0.290578947368421;56.6;56.6;113.2;42.5;42.5;85
2;0.388815789473685;0.388815789473685;0.388815789473685;150;150;150;81;81;81
3;0.388868421052632;0.388868421052632;0.388868421052632;150;150;150;81;81;81
4;0.404315789473685;0.404315789473685;0.404315789473685;156;156;156;84;84;84
5;0.414789473684212;0.414789473684212;0.414789473684212;160;160;160;86;86;86
6;0.427763157894738;0.427763157894738;0.427763157894738;165;165;165;88.5;88.5;88.5
7;0.419868421052632;0.419868421052632;0.419868421052632;162;162;162;87;87;87
8;0.282447368421053;0.282447368421053;0.282447368421053;109;109;109;60.5;60.5;60.5
9;0.272236842105263;0.272236842105263;0.272236842105263;105;105;105;58.5;58.5;58.5
10;0.383657894736842;0.383657894736842;0.383657894736842;148;148;148;80;80;80
11;0.40442105263158;0.40442105263158;0.40442105263158;156;156;156;84;84;84
12;0.430289473684212;0.430289473684212;0.430289473684212;166;166;166;89;89;89
13;0.409605263157895;0.409605263157895;0.409605263157895;158;158;158;85;85;85
14;0.396605263157896;0.396605263157896;0.396605263157896;153;153;153;82.5;82.5;82.5
15;0.311184210526316;0.311184210526316;0.311184210526316;120;120;120;66;66;66
