14190080392;v6m1;0.25
14190080392;v4m1;0.25
14190080392;v10m1;0.25
14190080392;v8m1;1.0
14190080392;v3m1;0.25
14190080392;v4m1;0.25
14190080392;v2m1;0.25
14190080392;v3m1;0.25
14190080392;v8m1;1.0
14190080392;v10m1;0.25
14190080392;v4m1;0.25
14190080392;v3m1;0.25
14190080392;v8m1;1.0
14190080392;v10m1;0.25
14190080392;v6m1;0.25
14190080392;v3m1;0.25
14190080392;v4m1;0.25
14190080392;v10m1;0.25
14190080392;v8m1;1.0
14190080392;v3m1;0.25
14190080392;v10m1;0.25
14190080392;v2m1;0.25
14190080392;v3m1;0.25
14190080392;v8m1;1.0
14190080392;v10m1;0.25
14190080392;v3m1;0.25
14190080392;v4m1;0.25
14190080392;v6m1;0.25
14190080392;v10m1;0.25
14190080392;v8m1;1.0
14190080392;v3m1;0.25
14190080392;v4m1;0.25
14190080392;v10m1;0.25
14190080392;v8m1;1.0
14190080392;v3m1;0.25
14190080392;v10m1;0.25
14190080392;v4m1;0.25
14190080392;v2m1;0.25
14190080392;v3m1;0.25
14190080393;v10m1;0.25
14190080393;v8m1;1.0
14190080393;v3m1;0.25
14190080393;v4m1;0.25
14190080393;v8m1;1.0
14190080393;v10m1;0.25
14190080393;v6m1;0.25
14190080393;v3m1;0.25
14190080393;v4m1;0.25
14190080393;v10m1;0.25
14190080393;v8m1;1.0
14190080393;v3m1;0.25
14190080393;v10m1;0.25
14190080393;v4m1;0.25
14190080393;v1m1;1.0
14190080393;v3m1;0.25
14190080393;v8m1;1.0
14190080393;v10m1;0.25
14190080393;v5m1;1.0
14190080393;v4m1;0.25
14190080393;v3m1;0.25
14190080393;v2m1;0.25
14190080393;v10m1;0.25
14190080393;v8m1;1.0
14190080393;v3m1;0.25
14190080393;v6m1;0.25
14190080393;v10m1;0.25
14190080393;v3m1;0.25
14190080393;v8m1;1.0
14190080393;v9m1;0.25
14190080393;v10m1;0.25
14190080393;v4m1;0.25
14190080393;v8m1;1.0
14190080393;v1m1;1.0
