timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.133035294117647;0.133035294117647;0.266070588235294;35.5;35.5;71;23.4166666666667;23.4166666666667;46.8333333333333
2;1.03844705882353;1.03844705882353;1.03844705882353;248;248;248;166;166;166
3;1.02585882352941;1.02585882352941;1.02585882352941;245;245;245;164;164;164
4;0.80324705882353;0.80324705882353;0.80324705882353;192;192;192;128.666666666667;128.666666666667;128.666666666667
5;0.82444705882353;0.82444705882353;0.82444705882353;197;197;197;132;132;132
6;0.61044705882353;0.61044705882353;0.61044705882353;146;146;146;98.0000000000001;98.0000000000001;98.0000000000001
7;0.899976470588235;0.899976470588235;0.899976470588235;215;215;215;144;144;144
8;0.937741176470588;0.937741176470588;0.937741176470588;224;224;224;150;150;150
9;0.937741176470587;0.937741176470587;0.937741176470587;224;224;224;150;150;150
10;0.782705882352941;0.782705882352941;0.782705882352941;187;187;187;125.333333333334;125.333333333334;125.333333333334
11;1.00863529411765;1.00863529411765;1.00863529411765;241;241;241;161.333333333333;161.333333333333;161.333333333333
12;1.05103529411765;1.05103529411765;1.05103529411765;251;251;251;168;168;168
13;1.02983529411765;1.02983529411765;1.02983529411765;246;246;246;164.666666666667;164.666666666667;164.666666666667
14;1.06428235294117;1.06428235294117;1.06428235294117;254;254;254;170;170;170
