timestamp;utility;agent_index;meeting_index 
1;8.3892;138.5;93;
2;10.1712;183.5;118.25;
3;9.676;180.5;116.25;
4;9.6976;180.5;119.5;
5;10.246;195.5;130.25;
6;8.4364;155.25;101.5;
7;13.4176;248.75;161;
8;12.1172;219.75;145.75;
9;12.7836;231.25;153;
10;12.706;235.25;150.5;
11;11.3576;204.75;135.75;
12;13.1524;233.75;149.5;
13;16.3428;294.75;188.5;
