timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.01845833333333;1.06825;3.055375;84.2;87;252.6;64.5833333333333;66.3333333333333;193.75
2;2.29165625;2.29165625;4.5833125;191;191;382;117.5;117.5;235
3;2.44384374999999;2.44384374999999;4.88768749999999;203.5;203.5;407;124;124;248
4;2.5145;2.5145;5.029;209.5;209.5;419;127.75;127.75;255.5
5;2.32734375;2.32734375;4.6546875;194;194;388;119.25;119.25;238.5
6;2.41168750000001;2.41168750000001;4.82337500000001;201;201;402;123;123;246
7;2.46053125;2.46053125;4.9210625;205;205;410;125.083333333333;125.083333333333;250.166666666667
8;2.5446875;2.5446875;5.089375;212.5;212.5;425;130.75;130.75;261.5
9;2.44456250000001;2.44456250000001;4.88912500000001;204.5;204.5;409;127.166666666667;127.166666666667;254.333333333334
10;2.57409375;2.57409375;5.1481875;215;215;430;132.416666666667;132.416666666667;264.833333333334
11;2.55784375;2.55784375;5.1156875;213.5;213.5;427;131.083333333333;131.083333333333;262.166666666667
12;2.46465625;2.46465625;4.9293125;206;206;412;127.5;127.5;255
13;2.480125;2.480125;4.96025;207;207;414;127.416666666667;127.416666666667;254.833333333334
14;2.8556875;2.8556875;5.711375;238;238;476;144.083333333333;144.083333333333;288.166666666667
15;2.98321875;2.98321875;5.9664375;248.5;248.5;497;149.75;149.75;299.5
16;2.8163125;2.8163125;5.63262499999999;234.5;234.5;469;141.5;141.5;283
17;2.84503125;2.84503125;5.6900625;237;237;474;143.25;143.25;286.5
18;2.79587500000001;2.79587500000001;5.59175000000002;233;233;466;141.25;141.25;282.5
19;2.36525;2.36525;2.36525;203;203;203;144;144;144
