timestamp;utility;agent_index;meeting_index 
1;164.89;85;58.25;
2;606.99;318;267.55;
3;102.85;53;53;
4;102.85;53;53;
5;102.85;53;53;
6;102.85;53;53;
7;102.85;53;53;
8;102.85;53;53;
9;102.85;53;53;
10;102.85;53;53;
11;102.85;53;53;
12;102.85;53;53;
13;102.85;53;53;
14;102.85;53;53;
15;102.85;53;53;
16;102.85;53;53;
17;102.85;53;53;
18;102.85;53;53;
19;102.85;53;53;
20;102.85;53;53;
21;102.85;53;53;
22;102.85;53;53;
23;102.85;53;53;
24;234.71;121;88.4738095238095;
25;873.970000000002;465;385.00119047619;
26;199.77;104;104;
27;199.77;104;104;
28;199.77;104;104;
29;199.77;104;104;
30;869.000000000001;448;375.35;
31;277.82;144;144;
32;277.82;144;144;
33;277.82;144;144;
34;277.82;144;144;
35;277.82;144;144;
36;277.82;144;144;
37;277.82;144;144;
38;277.82;144;144;
39;277.82;144;144;
40;277.82;144;144;
41;317.42;164;161.5;
42;475.09;246;229.408333333334;
43;1380.84000000001;714;618.116666666664;
44;2993.97999999999;1546;1200.31904761905;
45;2861.60000000001;1472;1213.04166666667;
46;2969.39;1527;1269.96666666667;
47;2957.73;1522;1266.16666666666;
48;2889.99000000001;1488;1237.3;
49;2806.31;1445;1202.52500000001;
50;2834.34000000003;1459;1214.075;
51;2728.45000000003;1403;1167.05833333334;
52;2472.46000000002;1270;1056.83333333333;
53;2501.60000000001;1286;1070.04166666667;
54;2501.30000000001;1286;1069.94166666667;
55;2526.32000000001;1300;1083.72499999999;
56;2362.23000000001;1215;1016.10000000001;
57;2458.99;1265;1054.95;
58;2440.97000000002;1256;1046.55833333333;
59;2485.16000000001;1279;1064.84166666667;
60;2532.27000000001;1303;1083.65;
61;2575.66000000001;1326;1101.50833333332;
62;2686.55000000001;1383;1146.9;
63;2632.15000000002;1355;1126.75;
64;2732.62000000001;1406;1168.87499999999;
65;2687.05000000002;1383;1147.98333333334;
66;2629.38000000002;1355;1125.79166666666;
67;2369.09000000001;1224;1020.31666666667;
68;2290.28000000001;1183;989.083333333339;
69;2483.94000000001;1283;1068.425;
70;2484.03000000002;1283;1068.94166666667;
71;2570.67000000002;1328;1104.375;
72;2605.96000000002;1347;1121.06666666666;
73;2543.54000000001;1315;1095.35833333334;
