timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;3.15055625;2.42128125000001;31.5055625;314.2;239.5;3142;214.73;165.541666666667;2147.3
2;4.70565000000001;4.75728125000001;47.0565000000001;478.7;471;4787;340.938333333335;327.708333333333;3409.38333333335
3;4.98801875000002;4.70740624999999;49.8801875000002;505.2;520;5052;359.555000000001;371.375000000001;3595.55000000001
4;4.77835000000002;4.77240625;47.7835000000002;483.3;502;4833;343.853333333335;349.333333333333;3438.53333333335
5;4.66569375000001;4.57521875;46.6569375000001;470.9;468.5;4709;335.090000000001;334.666666666667;3350.90000000001
6;4.77740000000001;4.03118749999998;47.7740000000001;481;442;4810;341.810000000001;316.933333333334;3418.10000000001
7;4.59316875000001;4.90890624999999;45.9316875000001;466.7;522;4667;332.451666666668;357.666666666668;3324.51666666668
8;4.88150000000001;4.73206249999999;48.8150000000001;494.1;521;4941;351.101666666668;374.533333333336;3511.01666666668
9;4.92511875000002;5.01725000000001;49.2511875000002;500.3;528;5003;356.060000000001;367.5;3560.60000000001
10;4.76809375000002;4.53203125;47.6809375000002;485.5;500;4855;345.701666666668;360.866666666668;3457.01666666668
11;4.83780625000002;4.73440625000002;48.3780625000002;492.4;492;4924;349.511666666668;355.233333333335;3495.11666666668
12;4.40743750000001;4.73437500000002;44.0743750000001;446.2;457;4462;316.398333333334;327.066666666667;3163.98333333334
13;4.44486875000001;4.673;44.4486875000001;449.2;480.5;4492;320.588333333335;326;3205.88333333335
14;4.81572222222224;4.73093750000003;43.3415000000001;484.222222222222;459;4358;346.424074074075;314.333333333333;3117.81666666667
15;5.65726041666668;5.29806250000004;33.9435625000001;571.333333333333;564;3428;411.922222222224;397.000000000001;2471.53333333335
16;6.9271875;6.94681250000001;20.7815625;699.333333333333;696;2098;495.861111111112;491.583333333335;1487.58333333334
17;5.88437499999998;5.88437499999998;5.88437499999998;561;561;561;381.000000000001;381.000000000001;381.000000000001
18;7.91074999999999;7.91074999999999;7.91074999999999;754;754;754;509.666666666672;509.666666666672;509.666666666672
