timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.935533333333333;0.8706;2.8066;23.9166666666667;22;71.75;15.3888888888889;15.5;46.1666666666667
2;3.2416;3.2416;3.2416;83;83;83;48.5;48.5;48.5
3;3.2934;3.2934;3.2934;84;84;84;46.5;46.5;46.5
4;3.21520000000001;3.21520000000001;3.21520000000001;82;82;82;45.5;45.5;45.5
5;3.41;3.41;3.41;87;87;87;48;48;48
6;3.959;3.959;3.959;101;101;101;55;55;55
7;3.881;3.881;3.881;99;99;99;54;54;54
8;4.1924;4.1924;4.1924;107;107;107;58;58;58
9;4.7426;4.7426;4.7426;121;121;121;65;65;65
10;5.60299999999999;5.60299999999999;5.60299999999999;143;143;143;76;76;76
11;5.44819999999999;5.44819999999999;5.44819999999999;139;139;139;74;74;74
12;5.36780000000001;5.36780000000001;5.36780000000001;137;137;137;73;73;73
13;4.27220000000001;4.27220000000001;4.27220000000001;109;109;109;59;59;59
14;5.3678;5.3678;5.3678;137;137;137;73;73;73
15;5.5238;5.5238;5.5238;141;141;141;75;75;75
16;5.0558;5.0558;5.0558;129;129;129;69;69;69
17;5.2124;5.2124;5.2124;133;133;133;71;71;71
18;5.054;5.054;5.054;129;129;129;69;69;69
19;4.898;4.898;4.898;125;125;125;67;67;67
