timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.270345070422535;0.25718309859155;1.08138028169014;111.75;105.5;447;69.4583333333335;61;277.833333333334
2;0.526164319248826;0.440042253521128;1.57849295774648;237.333333333333;242;712;151.666666666666;164;454.999999999999
3;0.550272300469483;0.46980281690141;1.65081690140845;246.666666666667;240;740;157.277777777778;162.666666666667;471.833333333333
4;0.526061032863849;0.396887323943663;1.57818309859155;237.666666666667;239;713;152.777777777777;162;458.333333333332
5;0.516877934272299;0.429549295774647;1.5506338028169;237.333333333333;259;712;154.5;175.333333333333;463.499999999999
6;0.465056338028168;0.323126760563381;1.3951690140845;209;194;627;135.722222222222;132;407.166666666666
7;0.476211267605632;0.331183098591549;1.4286338028169;214;199;642;138.944444444444;135.333333333334;416.833333333333
8;0.567089201877933;0.374957746478873;1.7012676056338;255;226;765;166.333333333333;153.333333333333;498.999999999999
9;0.607835680751172;0.352535211267605;1.82350704225351;270;212;810;176.222222222222;144;528.666666666667
10;0.613375586854458;0.472225352112678;1.84012676056338;263.333333333333;176;790;168.333333333333;102;505
11;0.567248826291078;0.413070422535212;1.70174647887323;242.333333333333;154;727;155.555555555556;86.6666666666667;466.666666666667
12;0.538441314553989;0.445436619718311;1.61532394366197;230.333333333333;166;691;146.888888888888;89.3333333333334;440.666666666665
13;0.5756338028169;0.431859154929579;1.7269014084507;251.666666666667;181;755;161.388888888889;123.333333333334;484.166666666666
14;0.652403755868542;0.431859154929579;1.95721126760562;290.666666666667;249;872;187.388888888889;168.666666666667;562.166666666667
15;0.711612676056336;0.711612676056336;1.42322535211267;333;333;666;224.333333333333;224.333333333333;448.666666666666
