timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.0638541666666667;0.0638541666666667;0.127708333333333;31.8;31.8;63.6;23.75;23.75;47.5
2;0.465854166666667;0.465854166666667;0.465854166666667;228;228;228;120;120;120
3;0.49503125;0.49503125;0.49503125;242;242;242;124;124;124
4;0.54403125;0.54403125;0.54403125;266;266;266;136;136;136
5;0.5421875;0.5421875;0.5421875;265;265;265;135.5;135.5;135.5
6;0.53584375;0.53584375;0.53584375;262;262;262;134;134;134
7;0.48690625;0.48690625;0.48690625;238;238;238;122;122;122
8;0.480760416666666;0.480760416666666;0.480760416666666;235;235;235;120.5;120.5;120.5
9;0.43559375;0.43559375;0.43559375;213;213;213;109.5;109.5;109.5
10;0.5440625;0.5440625;0.5440625;266;266;266;136;136;136
11;0.54403125;0.54403125;0.54403125;266;266;266;136;136;136
12;0.536072916666666;0.536072916666666;0.536072916666666;262;262;262;134;134;134
13;0.54403125;0.54403125;0.54403125;266;266;266;136;136;136
14;0.552302083333334;0.552302083333334;0.552302083333334;270;270;270;138;138;138
15;0.552166666666667;0.552166666666667;0.552166666666667;270;270;270;138;138;138
16;0.503208333333333;0.503208333333333;0.503208333333333;247.6;247.6;247.6;127;127;127
17;0.515354166666667;0.515354166666667;0.515354166666667;252;252;252;129;129;129
