timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.315364906832298;0.262902173913043;2.20755434782609;149.05;123;1043.35;113.045238095238;101.333333333333;791.316666666666
2;0.413652173913043;0.413652173913043;0.413652173913043;196.8;196.8;196.8;148;148;148
3;0.456021739130435;0.456021739130435;0.456021739130435;216.8;216.8;216.8;162;162;162
4;0.428065217391305;0.428065217391305;0.428065217391305;204;204;204;152.3;152.3;152.3
5;0.458065217391304;0.458065217391304;0.458065217391304;218;218;218;161.8;161.8;161.8
6;0.485902173913044;0.485902173913044;0.485902173913044;231;231;231;171.3;171.3;171.3
7;0.492173913043478;0.492173913043478;0.492173913043478;234;234;234;174.1;174.1;174.1
8;0.502706521739131;0.502706521739131;0.502706521739131;239;239;239;177.6;177.6;177.6
9;0.494271739130435;0.494271739130435;0.494271739130435;235;235;235;173.9;173.9;173.9
10;0.519630434782608;0.519630434782608;0.519630434782608;247;247;247;184;184;184
11;0.498543478260869;0.498543478260869;0.498543478260869;237;237;237;177.5;177.5;177.5
12;0.557847826086956;0.557847826086956;0.557847826086956;265;265;265;194;194;194
13;0.59404347826087;0.59404347826087;0.59404347826087;282;282;282;205.9;205.9;205.9
14;0.581315217391305;0.581315217391305;0.581315217391305;276;276;276;202.1;202.1;202.1
15;0.591771739130436;0.591771739130436;0.591771739130436;281;281;281;203.9;203.9;203.9
16;0.608869565217392;0.608869565217392;0.608869565217392;289;289;289;212.6;212.6;212.6
17;0.585630434782608;0.585630434782608;0.585630434782608;278;278;278;202.3;202.3;202.3
18;0.587967391304347;0.587967391304347;0.587967391304347;279;279;279;203.6;203.6;203.6
19;0.581347826086957;0.581347826086957;0.581347826086957;276;276;276;201;201;201
20;0.566532608695653;0.566532608695653;0.566532608695653;269;269;269;196.5;196.5;196.5
21;0.53479347826087;0.53479347826087;0.53479347826087;254;254;254;188.6;188.6;188.6
22;0.519847826086956;0.519847826086956;0.519847826086956;247;247;247;181.5;181.5;181.5
23;0.330956521739131;0.330956521739131;0.330956521739131;158;158;158;123.4;123.4;123.4
24;0.305369565217392;0.305369565217392;0.305369565217392;146;146;146;115.8;115.8;115.8
25;0.354239130434783;0.354239130434783;0.354239130434783;169;169;169;129.8;129.8;129.8
26;0.320347826086957;0.320347826086957;0.320347826086957;153;153;153;120.7;120.7;120.7
27;0.331010869565218;0.331010869565218;0.331010869565218;158;158;158;124.4;124.4;124.4
28;0.309532608695653;0.309532608695653;0.309532608695653;148;148;148;116.9;116.9;116.9
29;0.320336956521739;0.320336956521739;0.320336956521739;153;153;153;120.7;120.7;120.7
30;0.32245652173913;0.32245652173913;0.32245652173913;154;154;154;121.5;121.5;121.5
31;0.326673913043478;0.326673913043478;0.326673913043478;156;156;156;121.4;121.4;121.4
32;0.303217391304348;0.303217391304348;0.303217391304348;145;145;145;115.4;115.4;115.4
33;0.294760869565217;0.294760869565217;0.294760869565217;141;141;141;110.6;110.6;110.6
34;0.343717391304348;0.343717391304348;0.343717391304348;164;164;164;126.9;126.9;126.9
35;0.335119565217392;0.335119565217392;0.335119565217392;160;160;160;124.3;124.3;124.3
36;0.311913043478261;0.311913043478261;0.311913043478261;149;149;149;116.2;116.2;116.2
37;0.318173913043478;0.318173913043478;0.318173913043478;152;152;152;120.6;120.6;120.6
38;0.260804347826087;0.260804347826087;0.260804347826087;125;125;125;100.6;100.6;100.6
39;0.271445652173913;0.271445652173913;0.271445652173913;130;130;130;104.5;104.5;104.5
40;0.36054347826087;0.36054347826087;0.36054347826087;172;172;172;133.2;133.2;133.2
41;0.360619565217391;0.360619565217391;0.360619565217391;172;172;172;133.5;133.5;133.5
42;0.356434782608696;0.356434782608696;0.356434782608696;170;170;170;130.5;130.5;130.5
43;0.343652173913044;0.343652173913044;0.343652173913044;164;164;164;126.6;126.6;126.6
44;0.364945652173913;0.364945652173913;0.364945652173913;174;174;174;132.6;132.6;132.6
45;0.347869565217391;0.347869565217391;0.347869565217391;166;166;166;129.6;129.6;129.6
46;0.354217391304348;0.354217391304348;0.354217391304348;169;169;169;130.6;130.6;130.6
47;0.454130434782608;0.454130434782608;0.454130434782608;216;216;216;161.4;161.4;161.4
48;0.545304347826088;0.545304347826088;0.545304347826088;259;259;259;190.4;190.4;190.4
