timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;2.33933333333333;2.33933333333333;2.33933333333333;89.75;89.75;89.75;60.6666666666667;60.6666666666667;60.6666666666667
2;5.83719999999997;5.83719999999997;5.83719999999997;225;225;225;117;117;117
3;6.25239999999999;6.25239999999999;6.25239999999999;241;241;241;125;125;125
4;6.67119999999998;6.67119999999998;6.67119999999998;257;257;257;133;133;133
5;6.84946666666664;6.84946666666664;6.84946666666664;264.5;264.5;264.5;137;137;137
6;7.0869333333333;7.0869333333333;7.0869333333333;273;273;273;141;141;141
7;5.73386666666664;5.73386666666664;5.73386666666664;221;221;221;115;115;115
8;5.11253333333333;5.11253333333333;5.11253333333333;197;197;197;103;103;103
9;5.00706666666667;5.00706666666667;5.00706666666667;193;193;193;101;101;101
10;5.52826666666666;5.52826666666666;5.52826666666666;213;213;213;111;111;111
11;6.04466666666666;6.04466666666666;6.04466666666666;233;233;233;121;121;121
12;5.63199999999997;5.63199999999997;5.63199999999997;217;217;217;113;113;113
13;5.83733333333332;5.83733333333332;5.83733333333332;225;225;225;117;117;117
14;5.57786666666666;5.57786666666666;5.57786666666666;216.5;216.5;216.5;113;113;113
15;4.59653333333333;4.59653333333333;4.59653333333333;177;177;177;93;93;93
16;5.42399999999999;5.42399999999999;5.42399999999999;209;209;209;109;109;109
17;5.73226666666666;5.73226666666666;5.73226666666666;221;221;221;115;115;115
18;4.85226666666665;4.85226666666665;4.85226666666665;188.5;188.5;188.5;99;99;99
19;5.0328;5.0328;5.0328;194.75;194.75;194.75;102;102;102
