timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.962466666666667;0.794869565217389;4.81233333333333;347.56;289;1737.8;255.033333333333;219.666666666666;1275.16666666667
2;0.755134057971014;0.66763768115942;3.02053623188405;274.25;241.5;1097;206.2625;198.4;825.05
3;0.772514492753621;0.700550724637681;3.09005797101449;280.75;253.5;1123;211.125;208.000000000001;844.500000000001
4;0.74614492753623;0.666065217391304;2.98457971014492;271;243.5;1084;203.5625;198.000000000001;814.250000000001
5;0.773594202898549;0.700572463768115;3.0943768115942;281;253.5;1124;211.3125;208.000000000001;845.250000000001
6;0.846497584541059;0.804246376811593;2.53949275362318;306.333333333333;293;919;245.783333333334;240.000000000001;737.350000000001
7;0.810642512077294;0.763188405797099;2.43192753623188;293.333333333333;278;880;235.716666666667;228.000000000001;707.150000000001
8;0.814400966183576;0.743985507246377;2.44320289855073;294.666666666667;271;884;236.583333333334;222.400000000001;709.750000000001
9;0.835478260869565;0.785086956521739;2.5064347826087;302.333333333333;286;907;242.583333333334;234.400000000001;727.750000000001
10;0.818927536231881;0.763173913043477;2.45678260869564;296.333333333333;278;889;237.75;228.000000000001;713.250000000001
11;0.829082125603865;0.765956521739129;2.48724637681159;300;279;900;240.7;228.800000000001;722.100000000001
12;0.825415458937196;0.757695652173913;2.47624637681159;298.666666666667;276;896;239.616666666667;226.400000000001;718.850000000001
13;0.67591304347826;0.67591304347826;1.35182608695652;244.5;244.5;489;200.8;200.8;401.6
14;0.710043478260868;0.710043478260868;1.42008695652174;257;257;514;210.8;210.8;421.600000000001
15;0.71977536231884;0.71977536231884;1.43955072463768;260.5;260.5;521;213.6;213.6;427.200000000001
16;0.697673913043477;0.697673913043477;1.39534782608695;252.5;252.5;505;207.200000000001;207.200000000001;414.400000000001
17;0.715775362318839;0.715775362318839;1.43155072463768;259;259;518;212.4;212.4;424.800000000001
18;0.674536231884058;0.674536231884058;1.34907246376812;244;244;488;200.4;200.4;400.8
19;0.671746376811593;0.671746376811593;1.34349275362319;243;243;486;199.6;199.6;399.2
20;0.672942028985507;0.672942028985507;1.34588405797101;243.5;243.5;487;200.000000000001;200.000000000001;400.000000000001
21;0.668876811594202;0.668876811594202;1.3377536231884;242;242;484;198.800000000001;198.800000000001;397.600000000001
22;0.615753623188406;0.615753623188406;0.615753623188406;221;221;221;181.6;181.6;181.6
