timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.4540625;0.443708333333333;1.81625;196.1875;191;784.75;140.5;128.375;562
2;0.564297619047618;0.589892857142856;1.69289285714285;246.466666666667;262.4;739.4;162.833333333333;160.5;488.5
3;0.536396825396825;0.503535714285714;1.60919047619048;234;224;702;150;124;450
4;0.523920634920635;0.503416666666666;1.5717619047619;228.666666666667;224;686;147.333333333333;124;442
5;0.51925;0.501238095238095;1.55775;226.666666666667;223;680;145.833333333333;123.5;437.5
6;0.541369047619047;0.51767857142857;1.62410714285714;236;224;708;150.416666666667;124;451.25
7;0.511184523809523;0.511184523809523;1.02236904761905;220.5;220.5;441;147.375;147.375;294.75
8;0.495857142857142;0.495857142857142;0.495857142857142;217;217;217;171.5;171.5;171.5
9;0.61002380952381;0.61002380952381;0.61002380952381;267;267;267;209;209;209
10;0.472976190476191;0.472976190476191;0.472976190476191;207;207;207;164;164;164
11;0.482071428571428;0.482071428571428;0.482071428571428;211;211;211;167;167;167
12;0.472976190476191;0.472976190476191;0.472976190476191;207;207;207;164;164;164
13;0.461964285714285;0.461964285714285;0.461964285714285;202;202;202;160.25;160.25;160.25
14;0.644154761904762;0.644154761904762;0.644154761904762;282;282;282;220.25;220.25;220.25
15;0.653297619047619;0.653297619047619;0.653297619047619;286;286;286;223.25;223.25;223.25
